受理意见,咨询主题,咨询人,咨询内容,咨询日期,处理单位,处理状态
尊敬的市民，您好！社会保障（市民）卡的补办：持有珠海市公安局颁发的二代居民身份证的申请人卡挂失后立即就可以直接凭本人身份证申请补办新的社会保障（市民）卡，代办需提供代办人身份证，持非珠海市公安局颁发的二代居民身份证的申请人，以前有提供过《珠海社会保障（市民）卡数码相片回执》办卡的凭本人身份证或银行指定的有效身份证件办理，没有提供过《珠海社会保障（市民）卡数码相片回执》提供二代身份证和具有照珠海二代身份资格的照相馆出具的《珠海社会保障（市民）卡数码相片回执》，到合作银行属下服务网点办理，感谢您对我们工作的支持。,社保卡补办,林*****,我的卡掉了.是华润银行的.请问在哪儿补卡？,2017-04-03 11:48:58,市人力资源和社会保障局,办结
尊敬的市民，您好！原工资标准就是您正常上班时的工资标准，如您正常上班一个月的工资标准是3千元正常就是按3千元来发放，感谢您对我们工作的支持。,产假工资新规,薛*****,我是2017年8月的预产期，想咨询产假期间工资是由用人单位按照我原工资标准（依法享受产假或者计划生育手术假前12个月的月平均工资）正常支付工资。比如我原工资3K，社保局的生育津贴会划在我司的社保银行账号，那我在产假期间每月正常领取这3K 的工资就行，是这样的吗？,2017-04-03 10:09:25,市人力资源和社会保障局,办结
您好，您所咨询的问题我们已安排专人电话回复您，感谢您对我们工作的关注和支持！,暂缓就业期间户口迁入问题,莫*****,你好！我在2015年办理了暂缓就业，现在户口还在广州，属于学校的集体户口。我想问如果要迁入珠海的话要怎么做？是先取消暂缓就业在迁入，还是不用取消直接迁入？,2017-04-01 16:29:36,市人力资源和社会保障局,办结
您好，您的问题我们已安排专人电话联系您，感谢您对我们工作的关注和支持！,人才引进单位审核的就业登记,李*****,我已经在网上上传了人才引进的资料，也去社保局开通了单位审核的功能，现在单位审核的时候，窗口弹出“请依法依规为劳动者办理就业登记后再予以审核”。请问下一步应该如何进行？我本人是公司法人代表，目前也有同本人签订劳动合同的，几年因无签订劳动合同最终错过了当时的积分入户，现在又看到了入户的希望，请详细给予指引，多谢！,2017-04-01 14:19:21,市人力资源和社会保障局,办结
您好，您所咨询的问题我们已安排专人电话回复您，感谢您对我们工作的关注和支持！,人才引进,周*****,您好，我在3月初提交人才引进申请，因为所在单位没做用工备案，被经办机构退回。现在由于个人原因，换了单位工作，想问下可以重新在新的单位申报人才引进吗？,2017-04-01 12:18:11,市人力资源和社会保障局,办结
尊敬的市民，您好！人才引进可以入户到单位集体户口、自有房产和单位所在居委会户口，您这种情况可以入户到单位集体户口或者单位所在居委会户口，感谢您对我们工作的支持。,公司注册地与办公地址不同,孙*****,你好，我公司在横琴注册，但是实际办公地址在老香洲，本人没有住房，在拱北租房居住。请问在这种情况下，入户到哪里呢？,2017-04-01 08:54:21,市人力资源和社会保障局,办结
您好，您的问题我们已安排专人电话联系您，感谢您对我们工作的关注和支持！,直接审核网页打不开,蔡*****,您好，网站，进入”直接核准引进“打不开，下载控件页面出错。1.个人申报。登录珠海市人力资源和社会保障局网上服务平台（网址：https://www.zhldj.gov.cn/zhrsClient/login.jsp，以下简称网上服务平台）→人才引进→直接核准引进页面，点击“申请直接核准引进”后按要求如实填报个人相关信息,2017-03-31 23:34:32,市人力资源和社会保障局,办结
尊敬的市民，您好！生育津贴会在生育医疗费报销后的次次月初到账请您留意，感谢您对我们工作的支持。,生育津贴,孙*****,你好，我二月17在中大五院生产，二月22办理出院，现已到四月，生育津贴仍未发放，请问几时发放呢,2017-03-31 22:23:50,市人力资源和社会保障局,办结
贵中心转来入户珠海市计划生育证明的信件已收悉，现回复如下：已电话答复本人去高新区办理计划生育证明。,入户珠海市计划生育证明,黄*****,外省女的，未婚未育，入户需要办计划生育证明，是需要回户口所在地办理，还是可以在珠海目前居住地（新香洲）居委会或街道办办理这个证明呢？,2017-03-31 16:28:10,市卫生和计划生育局,办结
"您好！您所咨询事项，户政中心已电话回复您，如还有什么问题，可拔打户政中心咨询电话：8640350。

                                        户政中心
                                    2017年4月1日",人才入户落户问题,叶*****,尊敬的市民，您好！人才引进可以入户单位集体户口、自有房产和单位所在居委会户口，感谢您对我们工作的支持。以上是你们回复某人的，与我之前咨询你们的结果是不一样的，我想问的是：入户是在集体户口、自有房产和单位所在居委会户口这三者选一还是有先后之分？即单位有集体户口不得落户自有房产或单位所在地居委会这样？按我理解，“、”代表的是并列，即三选一，个人有选择权，对吗？或者根本无选择权只能按顺序选落户地址？请给我个明确答复好吗？,2017-03-31 16:07:02,市公安局,办结
贵中心转来珠海市计划生育证明的信件已收悉，现回复如下：已电话答复本人去南屏计生办办理珠海市计划生育证明。,珠海市计划生育证明,张*****,入户需要，通过了人力资源和社会保障局的审核，但是需要珠海市计划生育证明，本人未婚未育，居住在珠海湾仔，出租房，请问要去哪里办理珠海市计划生育证明，需要回去户籍所在地办理？还是去哪里办理？具体什么部门，麻烦告知，谢谢。,2017-03-31 14:34:53,市卫生和计划生育局,办结
尊敬的市民，您好！您此单与111703316568601重复，该单已转部门跟进，为避免重复转办工单影响处理时效，因此此单不再重复转办，请您耐心等待。感谢您对我热线中心的支持和理解！,珠海市计划生育证明,张*****,通过了入户申请，但是需要珠海市计划生育证明，本人未婚未育，居住在湾仔，出租房，请问要去哪里办理珠海市计划生育证明，需要回去户籍所在地办理？还是去哪里办理？谢谢。,2017-03-31 14:30:47,市卫生和计划生育局,办结
尊敬的市民，您好！如果是外地社保转入珠海办理流程（如是省外户籍要建立非临时帐户）：在珠海有参保的状态下才能办理，1、填写《社会保险关系转移接续申请表》；2、居民身份证或户口本或社会保障卡原件，代办的另需提供代办人身份证原件；提供转出地的《养老保险参保缴费凭证》或《军人退役养老保险参保缴费凭证》或《未就业随军配偶养老保险参保缴费凭证》。（注：在转出地为机关事业单位干部（原固定工）身份，且经组织部门、人社部门批准正式调入人员不需提供《缴费凭证》）到辖区的社保经办机构办事处办理，感谢您对我们工作的支持。,社保转入,魏*****,2011年在中山工作时有社保，请问是否可以转回到珠海呢？如果可以转回到珠海流程是如何？,2017-03-31 14:19:29,市人力资源和社会保障局,办结
